49672	6	20020101	20181231
Time_Day	Precip	Temp	RH	Wind	RN
5003.25	0	3.64	0.217	2.652	850.5
5003.375	0	5.5	0.186	1.6	487.75
5003.5	0.24	0.38	0.46	0.094	2
5003.625	0	-2.35	0.552	1.606	0
5003.75	0	-4.79	0.419	2.926	0
5003.875	0.78	-4.56	0.427	1.702	0
5004	0.78	-6.42	0.611	0.92	84.25
5004.125	0	3.88	0.208	1.006	691.25
5004.25	0	7.15	0.2	3.84	780.5
5004.375	0	8.25	0.205	2.244	507.25
5004.5	0	-1.25	0.514	1.234	1.75
5004.625	0	-2.41	0.538	0.052	0
5004.75	0.72	-5.1	0.605	0.052	0
5004.875	0	-5.41	0.685	0.052	0
5005	0	-2.99	0.43	2.034	91.75
5005.125	0	3.34	0.274	1.252	681.5
5005.25	0	4.73	0.296	0.282	622.25
5005.375	0	1.16	0.522	0.862	450.5
5005.5	0.18	-1.32	0.591	1.678	1.75
5005.625	1.2	-0.92	0.565	0.052	0
5005.75	0	-1.88	0.574	0.052	0
5005.875	0	-3.54	0.814	0.052	0
5006	0	-5.17	0.773	0.052	76.75
5006.125	0	1.52	0.49	1.04	665.5
5006.25	0	3.22	0.406	0.878	823
5006.375	0	6.1	0.314	0.384	334.75
5006.5	0	-0.28	0.468	3.086	1.75
5006.625	0	-2.57	0.708	0.052	0
5006.75	0	-6.29	0.826	0.052	0
5006.875	0	-7.62	0.716	0.052	0
5007	0	-8.27	0.632	0.052	70.5
5007.125	0	0.22	0.372	1.146	657.5
5007.25	0.24	4.22	0.318	3.882	840.75
5007.375	0	6.24	0.369	2.002	480.5
5007.5	0	0.28	0.441	0.088	1.75
5007.625	0.12	-2.91	0.545	0.052	0
5007.75	1.02	-4.92	0.672	0.052	0
5007.875	0	-3.84	0.668	0.052	0
5008	0	-7.2	0.82	2.028	73
5008.125	0	0.87	0.558	0.158	656
5008.25	0	4.7	0.243	1.752	852.25
5008.375	0	5.69	0.192	1.092	440.75
5008.5	0	0.49	0.397	0.176	1.5
5008.625	0	-1.53	0.435	0.052	0
5008.75	0	-4.98	0.549	0.052	0
5008.875	0	-6.98	0.629	0.052	0
5009	0	-6.74	0.636	0.438	63.25
5009.125	0	2.7	0.317	2.312	640.25
5009.25	0	5.77	0.311	3.436	824.25
5009.375	0	6.9	0.24	3.438	455.25
5009.5	0	0.11	0.535	1.672	1.5
5009.625	0	-2.1	0.592	1.334	0
5009.75	0.24	-4.24	0.557	1.28	0
5009.875	0	-5.23	0.573	1.276	0
5010	0	-5.77	0.695	0.21	62.25
5010.125	0	2.16	0.386	0.88	656.25
5010.25	0	7.06	0.261	2.842	835.25
5010.375	0	8.47	0.226	2.264	375
5010.5	0	2.05	0.374	0.052	1.5
5010.625	0	0.08	0.403	0.156	0
5010.75	0.18	-0.78	0.425	0.4	0
5010.875	0	-2.85	0.503	1.528	0
5011	0	-4.22	0.596	6.304	48.25
5011.125	0	-2.1	0.476	0.052	299
5011.25	0	-4.15	0.776	1.366	393
5011.375	11.1	-4.75	0.784	1.278	261.75
5011.5	11.28	-4.61	0.924	0.514	1.25
5011.625	0	-5.62	0.918	0.052	0
5011.75	0	-10.61	0.921	0.052	0
5011.875	1.26	-10.51	0.883	1.446	0
5012	1.26	-10.54	0.875	1.338	53.75
5012.125	0.9	-0.56	0.247	0.92	636.25
5012.25	0	3.05	0.242	2.162	815
5012.375	0.18	4.75	0.265	3.506	465
5012.5	0	-1.46	0.466	0.052	1.25
5012.625	0.18	-2.58	0.607	1.36	0
5012.75	0	-5.27	0.669	2.362	0
5012.875	0	-6.05	0.718	4.096	0
5013	9.9	-5.13	0.587	0.512	45.5
5013.125	0	-3.98	0.679	2.184	328.25
5013.25	0	-3.04	0.448	2.79	427.25
5013.375	3.96	-1.82	0.424	2.682	390
5013.5	4.08	-5.24	0.614	0.762	1.25
5013.625	0	-6.31	0.631	0.052	0
5013.75	0	-8.07	0.621	0.052	0
5013.875	0.48	-7.5	0.81	0.642	0
5014	0.48	-7.76	0.916	1.702	51.75
5014.125	0	-3.33	0.633	3.176	637.75
5014.25	0	-0.11	0.447	3.224	813.25
5014.375	0.48	-0.96	0.43	0.228	451.25
5014.5	0.42	-6.19	0.795	0.052	1
5014.625	0	-7.35	0.826	0.17	0
5014.75	0	-9.68	0.922	0.976	0
5014.875	0.72	-10.13	0.948	0.486	0
5015	0	-10.45	0.936	1.352	45.25
5015.125	0	-2.51	0.718	1.466	626.75
5015.25	0	0.65	0.428	2.738	737.5
5015.375	0.78	2.89	0.403	1.658	345.5
5015.5	0	-4.2	0.573	2.264	1
5015.625	0	-4.84	0.636	1.848	0
5015.75	0	-6.62	0.72	0.052	0
5015.875	0	-5.48	0.507	0.686	0
5016	0	-6.95	0.565	1.062	39.75
5016.125	0	-1.84	0.497	0.052	593
5016.25	0	3.08	0.353	2.01	752.25
5016.375	0	4.41	0.278	1.654	423
5016.5	0	-1.79	0.507	0.882	1
5016.625	0	-3.21	0.601	0.052	0
5016.75	0	-3	0.432	0.052	0
5016.875	0	-4.2	0.518	0.052	0
5017	0	-5.68	0.733	0.052	37
5017.125	0.18	-0.63	0.511	0.052	575.75
5017.25	0	1.17	0.587	1.7	744.75
5017.375	0	0.67	0.664	0.292	352
5017.5	0	-4.13	0.64	0.052	1
5017.625	0	-4.92	0.648	0.052	0
5017.75	0.36	-4.38	0.738	1.004	0
5017.875	0.42	-5.23	0.767	0.498	0
5018	0	-6.32	0.871	0.688	22.75
5018.125	0.42	-2.75	0.806	2.588	393
5018.25	0	-0.35	0.823	1.782	395
5018.375	0.6	2.12	0.699	2.97	251.75
5018.5	0.42	-0.79	0.729	2.304	0.75
5018.625	0.36	-4.68	0.883	0.052	0
5018.75	0	-6.67	0.929	0.052	0
5018.875	0	-8.15	0.953	0.052	0
5019	0	-9.03	0.897	0.052	29.5
5019.125	0	2.13	0.519	1.802	551.5
5019.25	0	6.37	0.26	5.338	711.25
5019.375	0	7.58	0.158	4.834	388.75
5019.5	0	-0.04	0.401	0.052	0.75
5019.625	0	-2.95	0.463	0.052	0
5019.75	0	-6.36	0.515	3.832	0
5019.875	0	-7.49	0.553	0.374	0
5020	0.48	-6.38	0.584	1.876	27.5
5020.125	0	-4.25	0.223	4.318	565.75
5020.25	0	-1.71	0.187	2.34	735.5
5020.375	0	-2.07	0.178	4.654	409.5
5020.5	0	-4.92	0.26	1.36	0.75
5020.625	0	-6.46	0.286	1.016	0
5020.75	0	-8.78	0.627	0.85	0
5020.875	0	-10.65	0.658	0.052	0
5021	0	-10.82	0.714	0.2	28.25
5021.125	0	-3.32	0.325	0.414	620.5
5021.25	0	1.47	0.331	0.052	783.25
5021.375	0	4.92	0.106	0.652	427
5021.5	0	-1.81	0.168	0.052	0.75
5021.625	0	-3	0.202	1.082	0
5021.75	0	-5.83	0.293	1.096	0
5021.875	0	-5.54	0.278	0.384	0
5022	0	-9.08	0.453	2.16	24
5022.125	0	-0.75	0.241	2.134	599.5
5022.25	0	3.43	0.24	4.142	783.75
5022.375	0	3.82	0.188	2.828	412.75
5022.5	0	-1.76	0.36	1.526	0.75
5022.625	0	-2.66	0.379	2.666	0
5022.75	0	-6.46	0.32	0.35	0
5022.875	0	-6.8	0.313	2.352	0
5023	0	-7.71	0.343	1.62	20.75
5023.125	0	-0.31	0.138	7.126	570.75
5023.25	0	1.82	0.18	5.452	767.75
5023.375	0	1.36	0.235	1.198	405.75
5023.5	0	-4.41	0.196	0.464	0.5
5023.625	0	-6.98	0.25	0.052	0
5023.75	0	-10.73	0.369	1.518	0
5023.875	0	-11.4	0.339	1.444	0
5024	0	-13.12	0.611	0.052	18.25
5024.125	0	-2.54	0.221	1.266	575.5
5024.25	0	1.56	0.174	2.432	764.75
5024.375	0	2.6	0.203	2.49	400.75
5024.5	0	-5.62	0.47	0.522	0.5
5024.625	0	-7.39	0.583	1.622	0
5024.75	0	-7.88	0.485	0.664	0
5024.875	0.18	-8.8	0.549	0.536	0
5025	0	-9.09	0.438	0.93	15.5
5025.125	0	-1.02	0.344	0.052	564.75
5025.25	0.96	-1.25	0.593	1.9	628.5
5025.375	0	0.56	0.68	2.072	283.25
5025.5	0	-2.34	0.533	3.192	0.5
5025.625	0	-4.9	0.63	0.936	0
5025.75	0	-6.51	0.718	0.746	0
5025.875	0	-10.74	0.69	0.846	0
5026	0	-11.38	0.596	0.784	12.75
5026.125	0	-1.61	0.391	2.808	573.25
5026.25	0	2.29	0.256	3.836	762.25
5026.375	0.54	4.76	0.139	1.252	386
5026.5	0	-2.98	0.42	0.504	0.5
5026.625	0	-6.8	0.511	0.052	0
5026.75	0	-8.95	0.465	0.782	0
5026.875	0	-8.56	0.456	0.256	0
5027	0	-8.7	0.501	1.506	10
5027.125	0	-1.76	0.27	2.446	601.25
5027.25	0	1.46	0.202	3.536	765.25
5027.375	0	2.42	0.209	3.798	372.75
5027.5	0	-5.35	0.423	1.29	0.5
5027.625	0	-8.68	0.496	1.004	0
5027.75	0	-11.74	0.581	0.052	0
5027.875	0	-15.45	0.769	0.052	0
5028	0	-16.9	0.858	0.052	6
5028.125	0	-5.3	0.214	0.516	572.75
5028.25	0	-0.86	0.184	0.384	759.75
5028.375	0	0.67	0.135	1.542	384.75
5028.5	0	-5.71	0.254	0.122	0.5
5028.625	0	-8.87	0.413	0.052	0
5028.75	0	-13.28	0.6	0.052	0
5028.875	0	-14.2	0.421	0.052	0
5029	0	-15.35	0.6	0.324	5
5029.125	0	-3.44	0.461	0.23	566
5029.25	0	-0.86	0.172	2.216	753.5
5029.375	0	0.62	0.277	3.124	368.25
5029.5	0	-6.26	0.409	0.892	0.5
5029.625	0	-7.01	0.444	0.052	0
5029.75	0	-8.54	0.47	0.438	0
5029.875	0	-12.91	0.66	0.052	0
5030	0	-14.51	0.74	0.052	4.75
5030.125	0	-4.8	0.316	0.432	580.5
5030.25	0	-0.8	0.145	2.428	762
5030.375	0	-0.54	0.101	1.876	378.25
5030.5	0	-4.66	0.346	0.052	0.5
5030.625	0	-7.13	0.416	0.052	0
5030.75	0	-11.69	0.64	0.052	0
5030.875	0	-13.35	0.636	0.052	0
5031	0	-13.24	0.707	0.052	4.75
5031.125	0	-5.31	0.368	0.052	544
5031.25	0.96	-3.39	0.465	1.548	713.25
5031.375	0	-4.37	0.5	0.052	236.25
5031.5	0	-6.25	0.569	2.914	0.25
5031.625	0	-9.67	0.771	0.244	0
5031.75	0	-11.64	0.842	0.052	0
5031.875	0	-12.3	0.81	0.052	0
5032	0	-11.82	0.611	0.052	4.5
5032.125	0.48	-7.72	0.621	0.052	542.75
5032.25	0.48	-3.1	0.242	0.614	740.25
5032.375	0	-3.91	0.199	0.086	360
5032.5	0	-7.68	0.318	0.64	0.25
5032.625	0	-8.78	0.379	0.768	0
5032.75	0	-13.4	0.761	0.4	0
5032.875	0	-14.44	0.456	1.164	0
5033	0	-15.85	0.533	1.244	4.5
5033.125	0	-6.54	0.378	0.052	561.75
5033.25	0	-2.73	0.235	2.278	734.75
5033.375	0	-0.61	0.313	0.976	340.5
5033.5	0	-8.28	0.586	0.35	0.25
5033.625	0	-10.36	0.657	0.052	0
5033.75	0	-12.61	0.509	1.106	0
5033.875	0	-14.92	0.783	1.562	0
5034	0	-15.11	0.761	1.09	4.25
5034.125	0	-4.12	0.486	1.614	546.5
5034.25	0	-0.06	0.414	0.638	707.75
5034.375	0	2.94	0.344	0.588	334.5
5034.5	0	-4.9	0.615	0.052	0.25
5034.625	0	-7.26	0.52	0.446	0
5034.75	0	-8.9	0.508	0.424	0
5034.875	0	-9.04	0.448	0.996	0
5035	0	-11.68	0.444	1.13	4.25
5035.125	0	-1.52	0.172	3.562	530
5035.25	0	5.92	0.101	4.802	730.25
5035.375	0	6.86	0.137	1.074	338
5035.5	0	-2.75	0.296	1.594	0.25
5035.625	0.78	-4.66	0.398	1.308	0
5035.75	0	-6.79	0.372	2.382	0
5035.875	0	-6.27	0.449	1.198	0
5036	0	-8.51	0.672	0.052	4
5036.125	0	-4.64	0.339	1.81	503.5
5036.25	3.42	-1.58	0.426	2.126	698.5
5036.375	3.48	-1.46	0.543	1.928	242.75
5036.5	0	-5.9	0.638	0.37	0.25
5036.625	1.44	-8.47	0.704	0.052	0
5036.75	0.9	-10.09	0.638	0.052	0
5036.875	0	-10.86	0.579	0.472	0
5037	0	-9.22	0.486	1.582	4
5037.125	0	-3.54	0.353	0.31	514.25
5037.25	0	0.14	0.247	1.26	704.5
5037.375	0	2.84	0.212	1.236	324.5
5037.5	0	-3.71	0.337	2.378	0.25
5037.625	0	-5.93	0.47	0.052	0
5037.75	0	-8.39	0.662	0.052	0
5037.875	0	-8.21	0.632	1.32	0
5038	0	-9.74	0.618	0.106	4
5038.125	0	-1.06	0.354	1.614	536.75
5038.25	0	4.17	0.198	3.89	697.5
5038.375	0.54	3.12	0.222	2.82	226.75
5038.5	0	-1.55	0.353	3.154	0.25
5038.625	0	-5.77	0.434	2.194	0
5038.75	0	-6.93	0.411	0.93	0
5038.875	0	-9.65	0.488	0.576	0
5039	0	-9.84	0.639	0.052	3.75
5039.125	0	-2.16	0.463	0.104	514.25
5039.25	0	4.03	0.219	1.364	689.25
5039.375	0	5.87	0.143	2.198	316
5039.5	0	-2.18	0.326	0.74	0.25
5039.625	0	-5.13	0.362	0.86	0
5039.75	0	-5.51	0.328	1.488	0
5039.875	0	-6.05	0.329	3.412	0
5040	0	-6.1	0.438	2.044	3.75
5040.125	0	0.38	0.203	0.454	506.75
5040.25	0	6.14	0.153	0.838	685
5040.375	0	7	0.156	2.058	296.5
5040.5	0	-2.44	0.505	2.248	0.25
5040.625	0	-4.74	0.739	1.08	0
5040.75	0	-5.07	0.727	0.346	0
5040.875	0	-5.95	0.72	0.052	0
5041	0	-8.2	0.809	0.052	3.5
5041.125	0	-5.18	0.447	2.15	457.5
5041.25	0	-1.36	0.419	2.538	629.5
5041.375	0	0.01	0.429	1.002	256.25
5041.5	0	-5.42	0.573	0.848	0
5041.625	0	-8	0.674	0.052	0
5041.75	0	-10.44	0.773	0.052	0
5041.875	0	-10.12	0.728	0.674	0
5042	0	-11.2	0.709	1.158	3.5
5042.125	0	-3.14	0.468	1.028	458.75
5042.25	0	-0.4	0.259	4.352	663
5042.375	0	0.74	0.189	3.394	301
5042.5	0	-6.07	0.453	1.602	0
5042.625	0	-7.77	0.56	0.424	0
5042.75	0	-8.97	0.412	0.266	0
5042.875	0	-10.66	0.396	0.948	0
5043	0	-10.1	0.359	1.594	3.5
5043.125	0	-4.13	0.275	0.052	485.5
5043.25	0	0.71	0.226	2.606	672
5043.375	0	2.17	0.23	1.982	292.25
5043.5	0	-5.35	0.403	0.052	0
5043.625	0	-7.68	0.483	0.65	0
5043.75	0	-10.11	0.488	0.23	0
5043.875	0	-9.55	0.527	1.058	0
5044	0	-8.88	0.516	1.016	3.5
5044.125	0	-5.47	0.474	0.888	330.5
5044.25	0	0.15	0.383	1.728	426.5
5044.375	0	1.62	0.232	0.944	185.75
5044.5	0	-4.25	0.397	0.18	0
5044.625	0	-5.43	0.365	0.052	0
5044.75	0.3	-8.56	0.594	0.644	0
5044.875	0.36	-8.83	0.611	0.644	0
5045	0.72	-10.66	0.458	1.462	3.25
5045.125	0.24	-4.82	0.432	0.884	508.25
5045.25	0.3	-3.55	0.294	4.682	619.25
5045.375	0.36	-3.64	0.285	2.322	236.75
5045.5	0.66	-8.83	0.469	2.718	0
5045.625	0.48	-11.84	0.343	1.72	0
5045.75	0	-11.97	0.705	2.01	0
5045.875	0	-16.44	0.926	0.302	0
5046	0	-15.94	0.892	0.804	3.25
5046.125	0	-9.31	0.869	0.464	474.5
5046.25	0	-5.16	0.02	2.12	679
5046.375	0	-3.3	0.02	4.286	303
5046.5	0	-8.45	0.02	2.658	0
5046.625	0	-11.25	0.02	1.254	0
5046.75	0.36	-13.71	0.02	1.136	0
5046.875	0	-14.67	0.021	2.246	0
5047	0	-15.12	0.149	3.448	3.5
5047.125	0	-8.51	0.123	2.462	470.75
5047.25	0	-3.9	0.02	1.034	669.25
5047.375	0	-2.53	0.02	1.428	297.75
5047.5	0	-6.74	0.02	0.122	0
5047.625	0	-9.15	0.02	0.868	0
5047.75	0	-11.9	0.258	1.56	0
5047.875	0	-14.38	0.563	0.854	0
5048	0	-14.36	0.02	0.562	3.5
5048.125	0	-6.09	0.201	1.306	510.25
5048.25	0	-3.26	0.18	5.332	656.25
5048.375	0	-3.14	0.279	3.496	269.75
5048.5	0	-7.96	0.311	1.718	0
5048.625	0	-10.21	0.367	1.59	0
5048.75	0	-13.35	0.586	0.972	0
5048.875	0	-12.82	0.592	1.24	0
5049	0	-13.06	0.634	0.952	3
5049.125	0	-8.5	0.41	0.052	277
5049.25	0	-6.01	0.474	2.264	401.5
5049.375	0	-5.46	0.25	2.978	176
5049.5	0.84	-7.4	0.505	2.354	0
5049.625	5.04	-9.01	0.7	2.49	0
5049.75	0.06	-10.16	0.895	0.052	0
5049.875	0	-10.58	0.68	1.134	0
5050	0	-14.95	0.846	0.052	3
5050.125	2.7	-12.44	0.681	2.222	343.25
5050.25	2.82	-13.28	0.754	1.488	496.25
5050.375	0	-14.05	0.429	4.452	226
5050.5	0	-19.14	0.674	2.246	0
5050.625	0	-20.01	0.794	0.828	0
5050.75	0.24	-21.72	0.021	0.856	0
5050.875	0	-21.54	0.021	1.65	0
5051	0	-21.94	0.061	2.938	3.25
5051.125	0	-14.63	0.812	0.744	436.75
5051.25	0	-10.88	0.444	1.328	630.75
5051.375	0	-8.92	0.736	0.782	250.25
5051.5	0	-17.28	0.993	0.758	0
5051.625	0	-16.54	0.989	0.422	0
5051.75	0	-17.51	0.976	0.052	0
5051.875	0	-17.95	0.974	0.354	0
5052	0	-18.28	0.965	0.814	2.75
5052.125	0	-10.21	0.806	1.178	423.75
5052.25	0	-3.81	0.497	0.518	610.5
5052.375	0	-2.6	0.731	0.658	241.5
5052.5	0	-10.63	0.718	0.728	0
5052.625	0	-10.28	0.705	2.236	0
5052.75	0	-12.71	0.801	1.486	0
5052.875	0	-14.16	0.767	1.266	0
5053	0	-14.43	0.817	2.412	2.75
5053.125	0	-6.12	0.553	1.972	420.5
5053.25	0	0.84	0.276	0.374	611.75
5053.375	0	1.83	0.404	0.962	240.5
5053.5	0	-8.72	0.567	0.052	0
5053.625	0	-11.66	0.673	0.052	0
5053.75	0	-13.11	0.644	0.768	0
5053.875	0	-13.65	0.639	1.13	0
5054	0	-15.62	0.815	0.518	2.5
5054.125	0	-5.51	0.47	1.92	410
5054.25	0	-0.31	0.269	2.34	595.5
5054.375	0	-0.91	0.354	2.506	235.5
5054.5	0	-9.21	0.998	0.36	0
5054.625	0	-12.92	0.804	0.052	0
5054.75	0	-13.56	0.69	0.052	0
5054.875	0	-12.1	0.762	0.268	0
5055	0.24	-13.61	0.613	0.052	2.5
5055.125	0	-7.77	0.539	0.052	304
5055.25	0	-4.59	0.45	2.078	407.25
5055.375	0	-4.35	0.669	2.28	137.5
5055.5	0	-6.66	0.976	3.29	0
5055.625	0	-7.57	0.998	0.758	0
5055.75	5.58	-10.24	0.929	0.444	0
5055.875	0	-11.99	1.002	2.658	0
5056	0	-13.76	1.005	0.858	2.25
5056.125	0	-8.19	0.706	0.462	326.75
5056.25	0	-5.25	0.553	0.38	582.25
5056.375	0	-5.86	0.567	0.362	225.25
5056.5	0.12	-10.91	0.632	0.052	0
5056.625	0	-8.01	0.688	0.052	0
5056.75	0	-12.94	0.863	0.338	0
5056.875	0	-10.94	0.502	0.126	0
5057	0	-13.49	0.659	1.594	2.25
5057.125	0	-8.16	0.616	1.434	446.5
5057.25	0	-6.27	0.557	1.972	586
5057.375	0	-6.23	0.959	2.544	11
5057.5	0	-10.07	0.762	2.58	0
5057.625	0	-11.25	0.887	0.3	0
5057.75	0	-12.16	1	0.052	0
5057.875	0	-14.19	1.004	0.066	0
5058	0	-20.21	0.714	0.732	2.25
5058.125	1.26	-11.85	0.642	0.052	296.5
5058.25	1.26	-8.89	0.447	1.232	586.25
5058.375	0	-8.19	0.428	1.674	227.25
5058.5	0	-19.31	0.996	0.322	0
5058.625	0	-15.74	0.713	2.578	0
5058.75	0.24	-16.84	0.627	3.108	0
5058.875	0	-18.05	0.699	3.354	0
5059	0	-22.08	0.977	3.154	2.25
5059.125	0	-12.52	0.332	2.84	383
5059.25	0	-7.1	0.404	2.31	570.5
5059.375	0	-6.79	0.443	1.058	222.25
5059.5	0	-15.83	0.638	0.74	0
5059.625	0.24	-11.11	0.421	1.688	0
5059.75	0	-13.34	0.539	1.226	0
5059.875	0	-15.04	0.602	0.6	0
5060	0	-18.84	0.807	2.44	2
5060.125	0	-9.4	0.689	1.83	404.25
5060.25	0	-6.19	0.431	1.634	577.25
5060.375	0	-6.81	0.47	0.62	218.25
5060.5	0	-16.02	0.681	1.188	0
5060.625	0	-13.24	0.579	1.858	0
5060.75	0	-18.11	0.807	0.052	0
5060.875	0	-20.94	0.849	0.052	0
5061	0	-21.61	0.98	0.052	2
5061.125	0	-11.94	0.721	1.352	390
5061.25	0	-6.97	0.439	0.052	573.25
5061.375	0	-7.31	0.465	1.026	215.25
5061.5	0	-18.46	0.904	0.052	0
5061.625	0	-19.14	0.886	1.634	0
5061.75	0	-18.1	0.825	0.586	0
5061.875	0	-18.32	0.852	2.622	0
5062	0	-18.69	0.729	1.532	2
5062.125	0	-9.79	0.34	1.712	383
5062.25	0	-6.71	0.333	0.704	571.5
5062.375	0	-8.05	0.48	0.996	212.25
5062.5	0	-16.22	0.684	1.252	0
5062.625	0	-14.56	0.577	0.994	0
5062.75	0	-14.71	0.64	2.57	0
5062.875	0	-15.32	0.614	2.452	0
5063	0	-15.66	0.799	2.218	1.75
5063.125	0	-10.5	0.618	3.828	396.5
5063.25	0	-6.17	0.213	1.356	578.75
5063.375	0	-3.77	0.138	0.502	217
5063.5	0	-8.51	0.35	0.744	0
5063.625	0	-11.44	0.477	2.008	0
5063.75	0	-13.12	0.536	1.658	0
5063.875	0	-13.91	0.505	1.742	0
5064	0	-16.65	0.811	1.094	1.75
5064.125	0	-9.37	0.266	2.534	399.5
5064.25	0	-2.23	0.118	1.11	581
5064.375	0	-1.17	0.102	0.052	192.25
5064.5	0	-5.44	0.133	0.052	0
5064.625	0	-7.29	0.207	0.16	0
5064.75	0	-8.31	0.288	0.052	0
5064.875	0	-8.2	0.31	1.61	0
5065	0	-11.06	0.419	1.398	1.75
5065.125	0	-7.73	0.305	0.632	267.75
5065.25	0	-4.09	0.312	2.562	538
5065.375	0	-3.53	0.347	0.14	155
5065.5	0	-7.98	0.492	0.052	0
5065.625	0	-8.53	0.519	0.35	0
5065.75	0	-11.15	0.613	0.052	0
5065.875	0.24	-8.62	0.452	0.658	0
5066	0	-10.66	0.659	4.44	1.75
5066.125	0	-8.53	0.546	3.334	276
5066.25	0	-6.71	0.501	5.89	456
5066.375	0	-5.44	0.175	2.37	182.75
5066.5	0	-9.35	0.429	0.092	0
5066.625	0	-11.24	0.553	0.728	0
5066.75	0	-12.28	0.02	2.41	0
5066.875	0	-14.13	0.02	1.734	0
5067	0	-17.15	0.02	1.842	1.75
5067.125	0	-12.06	0.363	2.186	320.25
5067.25	0	-7.9	0.218	3.64	451.25
5067.375	0	-7.83	0.198	2.42	151
5067.5	0.06	-10.68	0.436	0.052	0
5067.625	0	-11.1	0.509	0.052	0
5067.75	0	-12.74	0.321	1.232	0
5067.875	0	-15.1	0.447	2.654	0
5068	0	-13.87	0.58	2.838	1.5
5068.125	0	-8.52	0.167	4.824	351.5
5068.25	0	-5.99	0.116	9.416	518
5068.375	0	-6.1	0.094	7	186.5
5068.5	0	-6.57	0.109	3.164	0
5068.625	0	-11.47	0.24	2.862	0
5068.75	0	-17.8	0.305	2.306	0
5068.875	0	-20.54	0.425	1.386	0
5069	0	-20.95	0.359	2.502	1.5
5069.125	0	-13.7	0.526	3.578	176.5
5069.25	0	-10.02	0.592	7.922	342.5
5069.375	0	-10.41	0.617	3.772	122.25
5069.5	0	-14.26	0.409	1.784	0
5069.625	0	-15.91	0.439	2.632	0
5069.75	0	-14.02	0.43	3.188	0
5069.875	0	-13.73	0.72	2.656	0
5070	0	-17.8	0.89	0.852	1.5
5070.125	0	-8.91	0.528	2.236	195.25
5070.25	0	-7.54	0.509	0.8	251
5070.375	0	-6.12	0.35	0.85	108.25
5070.5	0.18	-7.78	0.53	2.232	0
5070.625	0	-10.86	0.711	2.272	0
5070.75	0	-14.93	0.642	2.232	0
5070.875	0	-16.69	0.735	2.714	0
5071	0	-14.88	0.631	2.424	1.5
5071.125	0	-9.53	0.67	3.428	304.5
5071.25	0	-5.41	0.48	4.23	445
5071.375	0	-6.02	0.499	1.728	140
5071.5	0	-14.58	0.63	0.052	0
5071.625	0	-13.6	0.602	0.052	0
5071.75	0	-13.24	0.853	0.052	0
5071.875	0	-14.71	0.919	0.42	0
5072	0	-17.25	0.732	2.788	1.5
5072.125	0	-11.42	0.699	2.29	340
5072.25	0	-7.74	0.573	1.558	516.25
5072.375	0	-8.05	0.455	2.006	186
5072.5	0	-15.7	0.746	0.052	0
5072.625	0	-16.03	0.761	1.628	0
5072.75	0	-18.75	0.509	1.774	0
5072.875	0	-17.58	0.475	2.776	0
5073	0	-17.53	0.594	1.574	1.25
5073.125	0	-11.62	0.589	2.02	237
5073.25	0	-5.95	0.485	4.414	476
5073.375	0	-6.22	0.386	3.77	143.25
5073.5	0	-13.55	0.765	0.052	0
5073.625	0	-14.65	0.462	1.884	0
5073.75	0	-17.24	0.502	1.394	0
5073.875	0	-16.74	0.563	1.01	0
5074	0	-18.16	0.671	0.55	1.25
5074.125	0	-12.59	0.654	2.086	218
5074.25	0	-7.71	0.492	1.62	421
5074.375	1.68	-8.63	0.56	2.564	101.5
5074.5	1.68	-13.82	0.864	0.192	0
5074.625	0	-14.65	0.869	1.614	0
5074.75	0	-20.04	0.654	0.052	0
5074.875	0.18	-19.48	0.559	1.85	0
5075	0.18	-21.57	0.772	2.676	1.25
5075.125	0	-15.5	0.558	0.852	307.25
5075.25	0	-13.59	0.957	2.622	478.75
5075.375	0	-12.6	0.91	3.218	176
5075.5	0	-18.1	0.503	2.484	0
5075.625	0	-20.4	0.584	2.99	0
5075.75	0	-21.73	0.621	2.518	0
5075.875	0	-23.7	0.762	1.664	0
5076	0	-24.93	0.573	1.424	1.25
5076.125	0	-14.37	0.217	2.152	335.5
5076.25	0	-10.21	0.265	3.514	522
5076.375	0	-11.42	0.308	3.222	183.25
5076.5	0	-19.38	0.694	0.522	0
5076.625	0	-19.74	0.938	2.352	0
5076.75	0	-22.26	0.021	2.058	0
5076.875	0	-22.85	0.021	1.392	0
5077	0	-23.28	0.021	3.668	1.25
5077.125	0	-14.98	0.888	2.462	352.25
5077.25	0	-10.6	0.354	1.51	518.5
5077.375	0	-12.69	0.455	1.326	179.5
5077.5	0	-22.51	1.017	0.848	0
5077.625	0	-23.23	1.019	1.304	0
5077.75	0	-26.08	0.022	0.428	0
5077.875	0	-27.86	0.021	1.818	0
5078	0	-27.44	0.022	1.436	1.25
5078.125	0	-16.71	0.438	0.49	319
5078.25	0	-11.38	0.276	1.888	469.5
5078.375	0	-14.53	0.445	1.114	179.25
5078.5	0	-23.19	1.019	0.286	0
5078.625	0	-24.55	1.02	0.146	0
5078.75	0	-25.74	0.956	0.948	0
5078.875	0	-26.02	0.021	2.172	0
5079	0	-27.89	0.021	2.024	1.25
5079.125	0	-14.89	0.239	1.822	330.25
5079.25	0	-10.59	0.265	2.174	505.75
5079.375	0	-12.68	0.729	2.092	173
5079.5	0	-21.28	0.021	2.178	0
5079.625	0	-21.24	0.021	2.008	0
5079.75	0	-24.02	0.021	1.202	0
5079.875	0	-24.71	0.021	1.752	0
